,Id,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
23,24,"Теннисные корты Российского государственного университета физической культуры, спорта, молодёжи и туризма",Восточный административный округ,район Измайлово,"Сиреневый бульвар, дом 4, строение 12",(495) 961-31-11,55.799084109,37.765874933,зал теннисный №3,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,tennis
24,25,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794737841,37.506124905,Теннисный корт (крытый) № 1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
25,26,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794786962,37.506091476,Теннисный корт (крытый) № 2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
26,27,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794706121,37.506139756,Теннисный корт (крытый) № 3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
27,28,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794772607,37.506155849,Теннисный корт (крытый) № 4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
28,29,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",(499) 181-36-14,55.837703742,37.641642807,зал теннисный №2,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
29,30,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",(499) 181-36-14,55.837739615,37.64148056,зал теннисный №3,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
30,31,Спортивный комплекс Московской теннисной академии на ул. Удальцова,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 54",(499) 431-97-92,55.686274941,37.491610548,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
31,32,Спортивный комплекс Московской теннисной академии на ул. Чоботовской,Западный административный округ,район Ново-Переделкино,"Чоботовская улица, дом 4, корпус 1",(499) 737-00-07,55.646571595,37.352755802,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
32,33,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",(499) 181-36-14,55.837833419,37.641461851,зал теннисный №1,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
33,34,Фитнес-клуб «Палестра Спорт»,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",(499) 157-13-45,55.794312865,37.517037674,зал теннисный,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,tennis
34,35,Дворец тенниса «ЦСКА»,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 12",(495) 613-79-01,55.7934852,37.538137394,зал теннисный №2,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
35,36,Дворец тенниса «ЦСКА»,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 12",(495) 613-79-01,55.793584932,37.537874537,зал теннисный №1,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
36,37,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676685389,37.696435239,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
37,38,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676717067,37.69592694,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
38,39,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676701477,37.696174557,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
39,40,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676733912,37.695675126,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
40,41,Спортивный комплекс Московской теннисной академии на ул. Удальцова,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 54",(499) 431-97-92,55.686334037,37.490433058,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
41,42,Спортивный комплекс Московской теннисной академии на ул. Удальцова,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 54",(499) 431-97-92,55.686256758,37.49073883,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
42,43,Фитнес-клуб «Эйс»,Северный административный округ,район Ховрино,"Флотская улица, дом 15, корпус 2",(495) 453-22-44,55.857383433,37.50530911,зал теннисный №3,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,tennis
43,44,Физкультурно-оздоровительный комплекс «Арена Плей»,Новомосковский административный округ,поселение Сосенское,"поселение Сосенское, посёлок Коммунарка, дом 11, строение 1",(495) 428-59-33,55.57072855,37.479113731,зал теннисный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
44,45,Физкультурно-оздоровительный комплекс «Арена Плей»,Новомосковский административный округ,поселение Сосенское,"поселение Сосенское, посёлок Коммунарка, дом 11, строение 1",(495) 428-59-33,55.570678803,37.478845616,зал теннисный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
45,46,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.617950395,37.478129924,зал теннисный №7,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
46,47,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618174825,37.478041657,зал теннисный №6,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
47,48,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618404836,37.478734833,зал теннисный №5,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
48,49,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618238968,37.47880458,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
49,50,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.617830595,37.47817828,зал теннисный №9,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
50,51,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618050712,37.478878568,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
