,Id,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
0,1,Спортивный комплекс «Алтуфьевский»,Северо-Восточный административный округ,Алтуфьевский район,"Инженерная улица, дом 5, корпус 1",(499) 900-90-18,55.879365655,37.578416167,бассейн плавательный 25-метровый крытый,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,07:30-23:00,10:00-21:15,10:00-21:15,pool_close
1,2,Фитнес-клуб «Ворлд Класс» Житная,Центральный административный округ,район Якиманка,"Житная улица, дом 14, строение 2",(495) 771-66-00,55.731530896,37.615727158,бассейн плавательный крытый,07:00-01:00,07:00-01:00,07:00-01:00,07:00-01:00,07:00-01:00,09:00-23:55,09:00-23:55,pool_close
2,3,Спортивный комплекс Московского государственного технического университета им Н.Э. Баумана,Центральный административный округ,Басманный район,"Госпитальная набережная, дом 4, строение 1",(499) 263-22-37,55.772210408,37.697757891,бассейн плавательный 50-метровый крытый,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,pool_close
3,4,Бассейн Российского университета транспорта на Новосущевской,Северо-Восточный административный округ,район Марьина Роща,"Новосущёвская улица, дом 24, строение 1",(495) 684-21-35,55.790149853,37.604598499,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-22:00,10:00-22:00,pool_close
4,5,Фитнес-клуб «Ворлд Класс» Тульская,Южный административный округ,Донской район,"Варшавское шоссе, дом 12А",(495) 633-03-03,55.69709159,37.617859721,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,pool_close
5,6,Фитнес-клуб «Пирамида»,Юго-Западный административный округ,Академический район,"улица Дмитрия Ульянова, дом 31",(495) 128-89-69,55.684695469,37.585458055,бассейн плавательный крытый,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,06:00-00:00,08:00-00:00,08:00-00:00,pool_close
6,7,Спортивный комплекс «Акватория Тушино»,Северо-Западный административный округ,район Северное Тушино,"улица Вилиса Лациса, домовладение 8",(495) 681-01-48,55.865460793,37.427182454,бассейн плавательный 25-ти метровый крытый,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:45-22:45,07:45-22:45,pool_close
7,8,Спортивный комплекс «Аквамарин»,Северо-Западный административный округ,район Митино,"улица Рословка, домовладение 5",(495) 681-01-48,55.831410714,37.366581437,бассейн плавательный 25-ти метровый крытый,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:45-22:45,07:45-22:45,pool_close
8,9,"Спортивный комплекс «Косино», ул. Николая Старостина, д.8А",Восточный административный округ,район Косино-Ухтомский,"улица Николая Старостина, дом 8А",(495) 513-12-90,55.729769593,37.853329058,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
9,10,"Спортивный комплекс «Косино», ул. Николая Старостина, д.8А",Восточный административный округ,район Косино-Ухтомский,"улица Николая Старостина, дом 8А",(495) 513-12-90,55.729669696,37.85356241,бассейн плавательный площадью более 60 кв.м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
10,11,Бассейн «Касатка»,Восточный административный округ,район Ивановское,"улица Молостовых, дом 10А, строение 5",(495) 681-01-48,55.759760567,37.829637295,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,09:00-21:30,09:00-20:45,pool_close
11,12,Спортивный комплекс «Олимпия»,Восточный административный округ,район Новогиреево,"Фрязевская улица, дом 13А",(495) 681-01-48,55.74671077,37.826056677,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,09:00-21:00,09:00-21:00,pool_close
12,13,Спортивный комплекс «Вешняки»,Восточный административный округ,район Вешняки,"Косинская улица, дом 12Б",(495) 681-01-48,55.724707041,37.83375421,бассейн плавательный площадью более 60 кв. м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:30-21:30,08:30-21:30,pool_close
13,14,Спортивный комплекс «Вешняки»,Восточный административный округ,район Вешняки,"Косинская улица, дом 12Б",(495) 681-01-48,55.724705969,37.833718548,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:30-21:30,08:30-21:30,pool_close
14,15,Спортивный комплекс «Альбатрос»,Восточный административный округ,район Косино-Ухтомский,"Лухмановская улица, дом 19А",(495) 681-01-48,55.723127564,37.898094554,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:30-21:30,08:30-21:30,pool_close
15,16,Фитнес-клуб «Х-Фит Алтуфьево»,Северо-Восточный административный округ,район Лианозово,"Угличская улица, дом 13, строение 1",(499) 682-72-66,55.901756039,37.565923199,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,08:00-23:00,08:00-23:00,pool_close
16,17,Спортивный комплекс «Есенинский (физкультурно-оздоровительный комплекс с бассейном),Юго-Восточный административный округ,район Кузьминки,"Есенинский бульвар, дом 9, корпус 2, строение 1",(499) 746-96-20,55.700618579,37.781521733,бассейн плавательный 25-метровый крытый,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,pool_close
17,18,Спортивный комплекс «Парус»,Юго-Восточный административный округ,район Выхино-Жулебино,"Привольная улица, дом 42",(495) 681-01-48,55.692336791,37.849479373,бассейн плавательный площадью более 60-ти кв.м крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,pool_close
18,19,"Спортивный комплекс «Меридиан», к.3",Юго-Восточный административный округ,Нижегородский район,"Рязанский проспект, дом 7, корпус 3",(495) 681-01-48,55.731813587,37.737579592,бассейн плавательный площадью более 60-ти кв.м крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close
19,20,Фитнес-клуб «Х-Фит Монарх»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 31А, строение 1",(495) 232-40-22,55.783382236,37.560022674,бассейн плавательный 25-метровый крытый,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,08:00-23:00,08:00-23:00,pool_close
20,21,Спортивный комплекс «Альбатрос Внуково»,Западный административный округ,район Внуково,"Рассказовская улица, дом 31",(495) 681-01-48,55.613481902,37.310432124,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,pool_close
21,22,Бассейн «Жемчужина»,Северо-Западный административный округ,район Митино,"улица Генерала Белобородова, дом 29",(495) 794-41-08,55.832147983,37.356221445,бассейн плавательный 25-метровый крытый,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,08:00-21:00,pool_close
22,23,Бассейн «Жемчужина»,Северо-Западный административный округ,район Митино,"улица Генерала Белобородова, дом 29",(495) 794-41-08,55.832135907,37.356747158,бассейн плавательный крытый,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,06:45-22:15,08:00-21:00,pool_close
23,24,Спортивный комплекс «Бусиново»,Северный административный округ,район Западное Дегунино,"улица Маршала Федоренко, дом 14А",(495) 486-15-91,55.882459779,37.48966084,бассейн плавательный 25-метровый крытый,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,07:00-22:00,07:45-21:15,pool_close
24,25,Спортивный комплекс «Бескудниково»,Северный административный округ,Бескудниковский район,"Бескудниковский бульвар, дом 12А",(499) 488-51-64,55.862249424,37.563778426,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
25,26,Бассейн «Молния»,Северный административный округ,Дмитровский район,"Лобненская улица, дом 13А, строение 1",(495) 483-11-27,55.887209411,37.535087207,бассейн плавательный 25-метровый крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,07:30-22:00,07:30-22:00,pool_close
26,27,"Спортивный комплекс «Умка», д. 14, стр. 1",Северный административный округ,район Ховрино,"Левобережная улица, дом 14, строение 1",(495) 681-01-48,55.878607783,37.469727037,бассейн плавательный 25-метровый крытый,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,pool_close
27,28,Фитнес-клуб «Энигма»,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Живописная улица, дом 21, строение 1",(499) 728-53-90,55.790019193,37.452886087,бассейн плавательный 50-метровый крытый,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,pool_close
28,29,Спортивный комплекс «Восход Солнцево»,Западный административный округ,район Солнцево,"улица Щорса, дом 6",(495) 681-01-48,55.646734225,37.403217971,бассейн плавательный 25-ти метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
29,30,Физкультурно-оздоровительный комплекс с бассейном Московской теннисной академии,Западный административный округ,район Тропарёво-Никулино,"улица Коштоянца, дом 20",(495) 430-82-38,55.675248365,37.477167293,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,08:00-22:00,pool_close
30,31,Бассейн плавательный «ЦСиО «Самбо-70» отделение «Ясенево»,Юго-Западный административный округ,район Ясенево,"Вильнюсская улица, дом 6, корпус 1",(495) 427-95-41,55.6048187,37.519132777,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
31,32,Физкультурно-оздоровительный комплекс с бассейном «Спортивно-адаптивная школа»,Северо-Восточный административный округ,район Бибирево,"улица Корнейчука, дом 28, корпус 2",(495) 707-05-83,55.898884162,37.617800183,бассейн плавательный 25-метровый крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close
32,33,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",(495) 716-40-27,55.550304601,37.548247623,"бассейн плавательный 25-метровый крытый, «Большой бассейн»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
33,34,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",(495) 716-40-27,55.550380628,37.548574853,"бассейн плавательный площадью более 60 кв.м крытый, «Малый бассейн»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
34,35,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",(495) 681-01-48,55.646871787,37.498637454,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,pool_close
35,36,Спортивный комплекс «Гармония»,Юго-Западный административный округ,Обручевский район,"улица Саморы Машела, дом 6, корпус 4",(495) 681-01-48,55.646741621,37.498945908,бассейн плавательный площадью более 60 кв. м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,pool_close
36,37,Спортивный комплекс «Полярная звезда»,Северо-Восточный административный округ,район Северное Медведково,"проезд Шокальского, дом 45, корпус 3",(495) 681-01-48,55.883565471,37.653666572,бассейн плавательный 25-метровый крытый,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,06:30-23:30,pool_close
37,38,Спортивный комплекс «Измайлово»,Восточный административный округ,район Северное Измайлово,"11-я Парковая улица, дом 49",(499) 463-54-66,55.805684301,37.803977087,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
38,39,Спортивный комплекс «Надежда»,Юго-Западный административный округ,Ломоносовский район,"улица Крупской, дом 1, корпус 1",(495) 681-01-48,55.680444783,37.529337355,бассейн плавательный площадью более 60 кв.м крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close
39,40,Фитнес-клуб «Х-Фит Правда»,Северный административный округ,район Беговой,"улица Правды, дом 21, строение 2",(495) 966-14-12,55.787831999,37.579999525,"бассейн плавательный крытый, детский",07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,09:00-22:00,09:00-22:00,pool_close
40,41,Фитнес-клуб «Сейнт Москоу Фитнес»,Северный административный округ,район Беговой,"3-я улица Ямского Поля, дом 2, корпус 4",(495) 323-94-34,55.782430613,37.581238813,бассейн плавательный 50-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
41,42,Фитнес-клуб «Х-Фит Авиамоторная»,Юго-Восточный административный округ,район Лефортово,"Авиамоторная улица, дом 10, корпус 1",(495) 116-89-88,55.754053,37.714604,бассейн плавательный 25-метровый крытый,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,08:00-23:00,08:00-23:00,pool_close
42,43,Бассейн «Орбита»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 6",(499) 735-17-55,55.987054964,37.226218234,бассейн плавательный 25-метровый крытый,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,06:00-23:00,pool_close
43,44,Бассейн плавательный «ЦСиО «Самбо-70» отделение «Юность»,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Бакулева, дом 5",(495) 438-89-55,55.640719789,37.483847878,бассейн плавательный 25-метровый крытый,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-21:00,pool_close
44,45,Спортивный комплекс «Парус»,Юго-Восточный административный округ,район Выхино-Жулебино,"Привольная улица, дом 42",(495) 681-01-48,55.691903381,37.849575118,бассейн плавательный 25-ти метровый крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,pool_close
45,46,"Спортивный комплекс «Меридиан», к.3",Юго-Восточный административный округ,Нижегородский район,"Рязанский проспект, дом 7, корпус 3",(495) 681-01-48,55.731882207,37.73806256,бассейн плавательный 25-ти метровый крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close
46,47,Спортивный комплекс «Южнопортовый»,Юго-Восточный административный округ,Южнопортовый район,"улица Трофимова, дом 30, корпус 3",(495) 681-01-48,55.701346242,37.683352952,бассейн плавательный 25-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,pool_close
47,48,Физкультурно-оздоровительный комплекс с бассейном «Радужный»,Западный административный округ,район Ново-Переделкино,"Чоботовская улица, дом 4",(495) 733-22-77,55.645615262,37.35342666,бассейн плавательный 50-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
48,49,Дворец спорта «Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 22",(499) 252-98-08,55.804746577,37.412085065,бассейн плавательный 25-метровый крытый,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,06:30-23:00,pool_close
49,50,Дворец спорта «Москвич»,Юго-Восточный административный округ,район Текстильщики,"Люблинская улица, дом 15/46, строение 7",(499) 179-31-23,55.707028313,37.731626632,бассейн плавательный 50-метровый крытый,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,06:45-23:00,pool_close
50,51,Спортивный комплекс образовательного учреждения «Центр спорта и образования Самбо-70»,Юго-Западный административный округ,район Тёплый Стан,"улица Академика Виноградова, дом 4Б",(495) 339-69-44,55.631864791,37.488384219,бассейн плавательный 25-метровый крытый,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,pool_close
51,52,Фитнес-клуб «Сейнт Москоу Фитнес»,Северный административный округ,район Беговой,"3-я улица Ямского Поля, дом 2, корпус 4",(495) 323-94-34,55.782507701,37.581104703,бассейн плавательный крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
52,53,Фитнес клуб «Роял Веллнесс Клаб»,Западный административный округ,район Дорогомилово,"Кутузовский проспект, дом 2/1, строение 1",(495) 786-70-00,55.751157912,37.565863204,бассейн плавательный 50-ти метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,08:00-00:00,08:00-00:00,pool_close
53,54,Московский Гольф Клуб в Крылатском,Западный административный округ,район Крылатское,"Островная улица, дом 2",(495) 234-74-51,55.761842423,37.458279975,бассейн плавательный 25-метровый крытый,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,pool_close
54,55,Фитнес-клуб «Магнето Фитнесс»,Западный административный округ,район Ново-Переделкино,"6-я улица Новые Сады, дом 2, корпус 1",(495) 500-01-01,55.65211105,37.348886826,бассейн плавательный 25-метровый крытый,06:00-01:00,06:00-01:00,06:00-01:00,06:00-01:00,06:00-01:00,08:00-01:00,08:00-01:00,pool_close
55,56,Фитнес-клуб «Премьер-спорт»,Западный административный округ,район Раменки,"улица Улофа Пальме, дом 5, строение 2",(499) 112-22-98,55.717237991,37.50984684,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-23:00,09:00-23:00,pool_close
56,57,Фитнес-клуб «Ворлд класс» Кунцево,Западный административный округ,район Кунцево,"улица Ивана Франко, дом 16",(495) 135-09-10,55.728441926,37.438183878,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,pool_close
57,58,Дворец водных видов спорта «Лужники»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 4",(495) 637-03-60,55.713243782,37.558158855,бассейн плавательный 50-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
58,59,Спортивный комплекс «Малино»,Зеленоградский административный округ,район Старое Крюково,"город Зеленоград, корпус 860",(495) 681-01-48,55.973175926,37.199710556,бассейн плавательный площадью более 60-ти кв.м крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,pool_close
59,60,Фитнес-клуб «Ленин»,Северный административный округ,Головинский район,"Ленинградское шоссе, дом 47",(980) 697-66-87,55.845544673,37.475659782,бассейн плавательный 50-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
60,61,Спортивный комплекс «Изумрудный»,Юго-Западный административный округ,район Южное Бутово,"Южнобутовская улица, дом 96",(495) 681-01-48,55.531597267,37.511220089,бассейн плавательный 25-ти метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,pool_close
61,62,Спортивный комплекс структурного подразделения «Спортивная школа олимпийского резерва «Глория» имени Ю.И. Бирюкова» Московской баскетбольной академии,Центральный административный округ,Пресненский район,"Зоологическая улица, дом 26А",(499) 766-23-71,55.765789757,37.584138108,бассейн плавательный 25-метровый крытый,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,pool_close
62,63,Спортивный комплекс Московской сельскохозяйственной академии им. К.А. Тимирязева,Северный административный округ,Тимирязевский район,"Лиственничная аллея, дом 12Б",(495) 976-20-53,55.833909953,37.565362834,бассейн плавательный 25-метровый крытый,18:45-21:00,18:45-21:00,18:45-21:00,18:45-21:00,18:45-21:00,18:45-21:00,18:45-21:00,pool_close
63,64,Фитнес клуб «Арт спорт»,Северный административный округ,район Западное Дегунино,"Ангарская улица, дом 24А",(499) 110-41-56,55.876455252,37.519499504,бассейн плавательный 25-ти метровый крытый,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,08:00-23:55,08:00-23:55,pool_close
64,65,"Многофункциональный спортивный комплекс «Формула воды», ул. Ибрагимова",Восточный административный округ,район Соколиная Гора,"улица Ибрагимова, дом 32",(495) 681-01-48,55.788702345,37.730781047,"бассейн плавательный 25-метровый крытый №2, «Бассейн №12»",06:45-22:00,06:45-22:00,06:45-22:00,06:45-22:00,06:45-22:00,06:45-22:00,07:45-20:00,pool_close
65,66,Фитнес-клуб «Голдс Джим Динамо»,Северный административный округ,район Беговой,"Ленинградский проспект, дом 31, строение 30",(495) 931-96-16,55.78408571,37.562087323,бассейн плавательный 25-метровый крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-22:00,09:00-22:00,pool_close
66,67,Фитнес-клуб «Ворлд Класс Триумф»,Северный административный округ,Хорошёвский район,"Чапаевский переулок, дом 3",(495) 788-00-00,55.798401113,37.520471995,бассейн плавательный 25-метровый крытый,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,pool_close
67,68,Фитнес-клуб «Ворлд Класс» Варшавка,Южный административный округ,район Чертаново Северное,"Варшавское шоссе, дом 122А",(495) 788-00-00,55.62956337,37.615916946,бассейн плавательный 25-метровый крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,pool_close
68,69,Фитнес-клуб «Притяжение»,Южный административный округ,район Чертаново Северное,"Чертановская улица, дом 2, сооружение 1",(495) 020-05-15,55.636423,37.603582,бассейн плавательный 25-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
69,70,Фитнес-клуб «Х-Фит Флотская»,Северный административный округ,район Левобережный,"Флотская улица, дом 5, корпус Б",(495) 748-16-44,55.851928193,37.491835422,бассейн плавательный 25-метровый крытый,07:00-23:59,07:00-23:59,07:00-23:59,07:00-23:59,07:00-23:59,08:00-23:00,08:00-23:00,pool_close
70,71,Учебно-спортивный центр «Труд»,Южный административный округ,Донской район,"Варшавское шоссе, дом 14, строение 1",(495) 958-14-70,55.69596924,37.619780046,бассейн плавательный 50-метровый крытый,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-21:15,09:00-21:00,pool_close
71,72,Спортивный комплекс «Союз»,Юго-Западный административный округ,район Тёплый Стан,"улица Тёплый Стан, дом 9, корпус 9",(495) 681-01-48,55.61868151,37.492903222,бассейн плавательный 25-ти метровый крытый,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,pool_close
72,73,Фитнес-клуб «Доктор Лодер»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 37, корпус 1",(495) 966-00-06,55.831992422,37.48338937,бассейн плавательный 25-метровый крытый,06:00-01:00,06:00-01:00,06:00-01:00,06:00-01:00,06:00-01:00,08:00-23:55,08:00-23:55,pool_close
73,74,Бассейн «Южный»,Южный административный округ,район Бирюлёво Восточное,"Лебедянская улица, дом 14, корпус 4",(499) 613-94-76,55.584091781,37.674207189,бассейн плавательный 25-метровый крытый,06:45-21:45,06:45-21:45,06:45-21:45,06:45-21:45,06:45-21:45,07:30-21:45,08:15-21:45,pool_close
74,75,Спортивный комплекс с бассейном «На Ереванской»,Южный административный округ,район Царицыно,"Ереванская улица, дом 20, корпус 2, строение 1",(499) 613-94-76,55.628593462,37.673335776,бассейн плавательный 25-метровый крытый,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,07:00-21:30,pool_close
75,76,Спортивный комплекс «Академический»,Северный административный округ,район Коптево,"Большая Академическая улица, дом 77А, строение 3",(495) 681-01-48,55.843871277,37.55206015,бассейн плавательный 25-ти метровый крытый,06:45-22:30,06:45-22:30,06:45-22:30,06:45-22:30,06:45-22:30,06:45-22:30,08:15-21:45,pool_close
76,77,Спортивный комплекс «Динамо»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 39, строение 53",(495) 981-60-72,55.837191733,37.479234363,бассейн плавательный 50-метровый крытый,07:00-22:45,07:00-22:45,07:00-22:45,07:00-22:45,07:00-22:45,08:30-22:45,08:30-19:45,pool_close
77,78,Фитнес-клуб «Зебра» Лихоборы,Северный административный округ,Тимирязевский район,"3-й Нижнелихоборский проезд, дом 1, строение 16",(495) 182-01-01,55.847888692,37.564082655,бассейн плавательный 25-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
78,79,Фитнес-клуб «Зебра» Бабушкинская,Северо-Восточный административный округ,Бабушкинский район,"Енисейская улица, владение 14",(495) 150-37-70,55.875850217,37.665939061,бассейн плавательный 25-метровый крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
79,80,Фитнес-клуб «Ворлд класс Метрополис»,Северный административный округ,Войковский район,"Ленинградское шоссе, дом 16А, строение 7",(495) 788-00-00,55.823429423,37.49619703,бассейн плавательный крытый,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,pool_close
80,81,Фитнес-клуб «Облака» Лётчика Бабушкина,Северо-Восточный административный округ,Лосиноостровский район,"улица Лётчика Бабушкина, дом 32, корпус 3",(499) 283-32-48,55.870881662,37.677296042,бассейн плавательный площадью более 60 кв.м крытый,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,pool_close
81,82,Фитнес-клуб «Прайд клуб»,Северный административный округ,Тимирязевский район,"улица Всеволода Вишневского, дом 4Б",(495) 150-17-70,55.814120006,37.574037118,бассейн плавательный крытый,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-23:00,09:00-23:00,pool_close
82,83,Фитнес-клуб «Фешин»,Южный административный округ,Даниловский район,"улица Ленинская Слобода, дом 19, корпус 1",(495) 324-10-93,55.708310664,37.651983486,бассейн плавательный площадью более 60 кв.м крытый,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,pool_close
83,84,Физкультурно-оздоровительный комплекс с бассейном Школы циркового искусства им. Ю.В. Никулина,Юго-Восточный административный округ,район Кузьминки,"Волгоградский проспект, дом 169, корпус 2, строение 2",(495) 919-29-31,55.704220313,37.790462367,бассейн плавательный 25-метровый крытый,закрыто,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-20:00,10:00-21:00,pool_close
