,Unnamed: 0,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type,Rating,NumReviews
810,810,Государственное бюджетное учреждение Детский Молодежный центр «Синяя птица»,Восточный административный округ,район Метрогородок,"Открытое шоссе, дом 24, корпус 11",(499) 966-99-16,55.822999591999995,37.757540563,"зал спортивный, «на первом этаже жилого здания»",18:30-21:30,закрыто,10:00-21:30,закрыто,11:00-19:30,10:00-13:30,закрыто,sport_gym,-1.0,-1
811,811,Спортивно-досуговый центр «Вешняки»,Восточный административный округ,район Вешняки,"Снайперская улица, дом 8А",(499) 373-00-67,55.722469056,37.811096546,зал спортивный №2,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,11:00-18:00,закрыто,sport_gym,-1.0,-1
812,812,Досуговый центр «Космос»,Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 64/2",(499) 727-00-18,55.706004197,37.5797352,зал спортивный №1,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,12:00-21:00,09:00-12:00,закрыто,sport_gym,4.2,6
813,813,Досуговый центр «Космос»,Юго-Западный административный округ,Гагаринский район,"Ленинский проспект, дом 64/2",(499) 727-00-18,55.706039031,37.579853217,зал спортивный №2,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,sport_gym,4.2,6
814,814,Спортивно-досуговый центр «Вешняки»,Восточный административный округ,район Вешняки,"Снайперская улица, дом 8А",(499) 373-00-67,55.722469056,37.811096546,зал спортивный №1,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,12:00-22:00,11:00-18:00,закрыто,sport_gym,-1.0,-1
815,815,Спортивный комплекс «Новокосино «Родник»,Восточный административный округ,район Новокосино,"Новокосинская улица, дом 6А",(495) 702-17-11,55.732709164,37.857005591,зал спортивный №1,09:00-21:00,10:00-19:00,09:00-21:00,10:00-19:00,09:00-21:00,14:30-18:30,13:30-20:30,sport_gym,-1.0,-1
816,816,Досуговый центр «Содействие развитию фигурного катания «Ансамбль «Балет на льду»»,Центральный административный округ,район Хамовники,"Комсомольский проспект, дом 46, корпус 1",(916) 691-80-53,55.720408,37.571237,зал спортивный и танцевальный,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-21:00,11:00-15:00,sport_gym,-1.0,-1
817,817,Физкультурно-оздоровительный комплекс «Ясногорский»,Юго-Западный административный округ,район Ясенево,"Ясногорская улица, дом 19",(495) 242-84-44,55.600629068,37.532124375,"зал спортивный №1, «Зал художественной гимнастики»",09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym,4.6,77
818,818,Центр спортивных единоборств «Северное Бутово»,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 9А",(991) 144-56-96,55.567846464,37.578985862,зал спортивный №3,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,09:30-18:00,09:30-18:00,sport_gym,4.6,31
819,819,Досуговый центр «Форпост»,Центральный административный округ,район Хамовники,"улица Хамовнический Вал, дом 28",(495) 242-16-54,55.720585,37.567042,зал спортивный,10:00-21:00,10:00-21:00,16:00-21:00,16:00-21:00,10:00-21:00,10:00-21:00,11:00-21:00,sport_gym,-1.0,3
820,820,Досуговый центр «Хорошее настроение»,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 25, корпус 4",(499) 120-04-45,55.673316057,37.564440981,зал спортивный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym,-1.0,1
821,821,Физкультурно-оздоровительный комплекс с бассейном Московской теннисной академии,Западный административный округ,район Тропарёво-Никулино,"улица Коштоянца, дом 20",(495) 430-82-38,55.674792903,37.476573184,зал спортивный,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,08:00-22:00,sport_gym,4.5,28
822,822,Фитнес клуб «Акваферст»,Южный административный округ,Даниловский район,"3-й Павловский переулок, дом 1, строение 1",(499) 686-17-86,55.719188492,37.630486793,зал спортивный №1,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-22:00,09:00-22:00,sport_gym,4.1,34
823,823,Досуговый центр «Олимп»,Северо-Восточный административный округ,район Южное Медведково,"Полярная улица, дом 10, строение 1",(916) 734-07-46,55.874615115,37.638187424,зал спортивный №2,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,08:00-20:00,09:00-18:00,sport_gym,4.7,23
824,824,Досуговый центр «Соколинка»,Восточный административный округ,район Соколиная Гора,"Щербаковская улица, дом 54",(499) 166-70-37,55.781819882,37.739107667,зал спортивный,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-18:00,10:00-16:00,sport_gym,5.0,5
825,825,Центр спортивных единоборств «Северное Бутово»,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 9А",(991) 144-56-96,55.567972613,37.578916124,зал спортивный №1,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,09:30-18:00,19:30-18:00,sport_gym,4.6,31
826,826,Центр спортивных единоборств «Северное Бутово»,Юго-Западный административный округ,район Северное Бутово,"бульвар Дмитрия Донского, дом 9А",(991) 144-56-96,55.567907258999995,37.579195074,зал спортивный №2,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,09:30-18:00,09:30-18:00,sport_gym,4.6,31
827,827,Досуговый центр «Дом культуры «Воскресенское»,Новомосковский административный округ,поселение Воскресенское,"поселение Воскресенское, посёлок Воскресенское, дом 21",(495) 197-65-90,55.527573795,37.44283931,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym,4.8,46
828,828,Физкультурно-оздоровительный комплекс «Семья»,Западный административный округ,район Тропарёво-Никулино,"улица Покрышкина, дом 3",(499) 730-41-52,55.663600042,37.470155604,зал спортивный №3,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym,4.5,79
829,829,Досуговый центр «Ровесник»,Западный административный округ,район Раменки,"улица Пырьева, дом 5А, строение 2",(499) 142-17-52,55.725882593,37.526333438,зал спортивный №1,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym,4.3,3
830,830,Фитнес-клуб «ИСТ-ФРЕШ»,Новомосковский административный округ,поселение Московский,"поселение Московский, город Московский, Радужная улица, дом 9",(495) 665-04-51,55.592108,37.373563,зал спортивный,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
831,831,Досуговый центр «Ровесник»,Западный административный округ,район Раменки,"улица Пырьева, дом 5А, строение 2",(499) 142-17-52,55.725882593,37.526333438,зал спортивный №2,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym,4.3,3
832,832,Досуговый центр «Диалог»,Северо-Восточный административный округ,район Марфино,"Ботаническая улица, дом 33, корпус 5",(499) 977-00-20,55.839122,37.582394,зал спортивный №1,10:30-21:00,13:00-21:00,10:00-21:00,10:30-21:00,10:00-21:00,10:00-14:00,10:00-12:00,sport_gym,4.2,17
833,833,Физкультурно-оздоровительный комплекс «Семья»,Западный административный округ,район Тропарёво-Никулино,"улица Покрышкина, дом 3",(499) 730-41-52,55.66368696600001,37.47041846,зал спортивный №2,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym,4.5,79
834,834,Спортивный комплекс «Крылатские Холмы»,Западный административный округ,район Крылатское,"улица Крылатские Холмы, дом 23, корпус 1",(495) 733-22-77,55.755498796000005,37.412281623,зал спортивный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym,-1.0,-1
835,835,Физкультурно-оздоровительный комплекс «Семья»,Западный административный округ,район Тропарёво-Никулино,"улица Покрышкина, дом 3",(499) 730-41-52,55.663629374,37.47005368,зал спортивный №5,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym,4.5,79
836,836,Центр досуга «Садовники»,Южный административный округ,район Нагатино-Садовники,"проспект Андропова, дом 46, корпус 2",(499) 612-07-46,55.670371,37.659263,зал спортивный,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,10:00-22:00,10:00-22:00,sport_gym,-1.0,-1
837,837,Физкультурно-оздоровительный комплекс «Семья»,Западный административный округ,район Тропарёво-Никулино,"улица Покрышкина, дом 3",(499) 730-41-52,55.663211419,37.470445282,зал спортивный №4,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym,4.5,79
838,838,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793889765,37.536598956999995,зал кикбоксинга №1,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym,-1.0,-1
839,839,Досуговый центр «Титан»,Центральный административный округ,Басманный район,"Аптекарский переулок, дом 3/22",(916) 619-46-42,55.768663193,37.673990876,зал спортивный №2,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym,-1.0,-1
840,840,Спортивный комплекс Московской государственной академии водного транспорта,Южный административный округ,район Нагатинский Затон,"Судостроительная улица, дом 46, корпус 2",(499) 618-47-74,55.686965183999995,37.694452855,зал спортивный,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,11:00-17:00,11:00-17:00,sport_gym,-1.0,-1
841,841,Спортивный клуб «Мускул»,Северо-Восточный административный округ,Лосиноостровский район,"Янтарный проезд, дом 21",(966) 310-49-16,55.8707813,37.686029229,зал спортивный №1,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym,5.0,4
842,842,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793885232,37.537017381999995,зал кикбоксинга №2,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym,-1.0,-1
843,843,Спортивный комплекс среднего профессионального образовательного учреждения «МСССУ № 4 им. А. Я. Гомельского»,Северо-Восточный административный округ,район Бибирево,"улица Лескова, дом 25А",(499) 205-80-18,55.893032629,37.622410408,зал спортивный №1,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,sport_gym,-1.0,-1
844,844,Физкультурно-оздоровительный комплекс Таганского парка,Центральный административный округ,Таганский район,"Таганская улица, дом 36, строение 3",(495) 632-64-20,55.738435907,37.666589767,зал спортивный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,4.6,47
845,845,Фитнес-клуб «СССР» Алексеевская,Северо-Восточный административный округ,Алексеевский район,"Новоалексеевская улица, дом 25",(495) 223-38-51,55.810874309,37.651169817,зал спортивный №2,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym,4.3,462
846,846,Физкультурно-оздоровительный комплекс Таганского парка,Центральный административный округ,Таганский район,"Таганская улица, дом 36, строение 3",(495) 632-64-20,55.738520648000005,37.666600496,зал спортивный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,4.6,47
847,847,Фитнес-клуб «СССР» Алексеевская,Северо-Восточный административный округ,Алексеевский район,"Новоалексеевская улица, дом 25",(495) 223-38-51,55.810917686,37.651208709,зал спортивный №3,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym,4.3,462
848,848,Физкультурно-оздоровительный комплекс Таганского парка,Центральный административный округ,Таганский район,"Таганская улица, дом 36, строение 3",(495) 632-64-20,55.738595804,37.666298793,зал спортивный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,4.6,47
849,849,Досуговый центр «Вера и Доблесть»,Центральный административный округ,район Хамовники,"улица Остоженка, дом 7, строение 1",(495) 662-89-80,55.742232128999994,37.601591629,зал спортивный №1,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,sport_gym,-1.0,-1
850,850,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793502928,37.536888636,зал фехтования №2,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym,-1.0,-1
851,851,Фитнес-клуб «СССР» Алексеевская,Северо-Восточный административный округ,Алексеевский район,"Новоалексеевская улица, дом 25",(495) 223-38-51,55.810894605,37.651307951,зал спортивный №1,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,sport_gym,4.3,462
852,852,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793977407,37.536765254,зал дзюдо,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym,-1.0,-1
853,853,Спортивно-досуговый центр «Брэк»,Северо-Восточный административный округ,Бабушкинский район,"Чукотский проезд, дом 2",(499) 180-91-09,55.86624372,37.651868831,зал спортивный,10:00-21:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,11:30-15:00,закрыто,sport_gym,3.7,3
854,854,Досуговый центр АНО «Наша Отрада»,Северо-Восточный административный округ,район Бибирево,"Шенкурский проезд, дом 10",(965) 100-00-80,55.895152327,37.591733934,зал спортивный,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,sport_gym,-1.0,-1
855,855,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793758743999994,37.536413239,тренировочный зал по вольной борьбе,08:00-20:20,08:00-20:20,08:00-20:20,08:00-20:20,08:00-20:20,08:00-20:20,08:00-20:20,sport_gym,-1.0,-1
856,856,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853375099,37.637745738,"зал спортивный №6, «№307 (единоборств, самбо)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
857,857,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793779066000006,37.537284163,зал фехтования №1,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym,-1.0,-1
858,858,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853524786,37.637445331,"зал спортивный №2, «№205 (единоборств, дзюдо)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
859,859,Спортивный комплекс «Алексеевский»,Северо-Восточный административный округ,Алексеевский район,"улица Касаткина, дом 19",(495) 681-01-48,55.82331193,37.667526997,зал спортивный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
860,860,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793607193,37.536464847,тренировочный зал греко-римской борьбы,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,sport_gym,-1.0,-1
861,861,Дворец спортивных единоборств ЦСКА,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 27",(495) 613-65-92,55.793515427,37.53665585,зал бокса,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym,-1.0,-1
862,862,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853384473,37.637531161999995,"зал спортивный №12, «№507 (единоборств, спортивной борьбы)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
863,863,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.85337444100001,37.637947628,"зал спортивный №16, «№109 (единоборств)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
864,864,Досуговый центр «Вера и Доблесть»,Центральный административный округ,район Хамовники,"улица Остоженка, дом 7, строение 1",(495) 662-89-80,55.741988423,37.601342333000005,зал спортивный №2,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,11:00-22:00,sport_gym,-1.0,-1
865,865,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853384473,37.637531161999995,"зал спортивный №5, «№301 (единоборств, дзюдо)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
866,866,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853384473,37.637531161999995,"зал спортивный №3, «№209 (хореографии)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
867,867,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853315108,37.637582411,"зал спортивный №11, «№506 (единоборств, спортивной борьбы)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
868,868,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853374079,37.637952268,"зал спортивный №8, «№406 (единоборств, дзюдо)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
869,869,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853326822,37.637962996999995,"зал спортивный №9, «№407 (единоборств, дзюдо)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
870,870,Фитнес-клуб «Паллада» Отрадное,Северо-Восточный административный округ,район Отрадное,"Юрловский проезд, дом 13",(495) 278-07-06,55.868078916,37.622375674,зал спортивный №1,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,sport_gym,4.1,46
871,871,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853326323999994,37.637507022,"зал спортивный №10, «№410 (художественной гимнастики)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
872,872,Детско-юношеский спортивно-оздоровительный центр «Центр ИМА»,Северо-Восточный административный округ,район Лианозово,"Абрамцевская улица, дом 9, корпус 1",(499) 908-01-12,55.905018651000006,37.572424127,"зал спортивный №2, «Фитнес зал»",09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,sport_gym,4.7,73
873,873,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853384436000006,37.637351995,"зал спортивный №4, «№210 (настольного тенниса)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
874,874,Досуговый центр «Центр Вешняки»,Восточный административный округ,район Вешняки,"улица Старый Гай, дом 8Ж",(499) 373-35-78,55.74038695,37.824642697,зал спортивный №1,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-16:45,закрыто,закрыто,sport_gym,5.0,6
875,875,Центр единоборств «Победа»,Северо-Восточный административный округ,район Свиблово,"улица Седова, дом 12А",(495) 681-01-48,55.853447971,37.637726884,"зал спортивный №7, «№309 (хореографии)»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym,-1.0,-1
876,876,Досуговый центр «Центр Вешняки»,Восточный административный округ,район Вешняки,"улица Старый Гай, дом 8Ж",(499) 373-35-78,55.74038695,37.824642697,зал спортивный №2,09:00-18:00,09:00-18:00,09:00-18:00,09:00-18:00,09:00-16:45,закрыто,закрыто,sport_gym,5.0,6
877,877,Фитнес-клуб «Гранат»,Северо-Восточный административный округ,Лосиноостровский район,"Тайнинская улица, дом 20",(495) 474-00-32,55.88241674,37.685696944,зал спортивный №1,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,sport_gym,-1.0,-1
878,878,Спортивно-досуговый клуб «Движение»,Южный административный округ,район Орехово-Борисово Южное,"Каширское шоссе, дом 108, корпус 2",(495) 392-07-34,55.608940616999995,37.715744505,зал спортивный №1,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,11:00-16:00,11:00-16:00,sport_gym,4.3,7
879,879,Досуговый центр «Кентавр»,Северо-Восточный административный округ,район Бибирево,"улица Пришвина, дом 12, корпус 2",(925) 066-36-93,55.887584221,37.597668402,зал спортивный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym,4.0,1
880,880,Государственное бюджетное учреждение города Москвы Центр по работе с семьей и молодежью Коньково,Юго-Западный административный округ,район Коньково,"улица Академика Волгина, дом 29, корпус 1",(495) 330-24-91,55.643572081,37.507932832,зал спортивный,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,закрыто,закрыто,sport_gym,-1.0,-1
881,881,Досуговый центр «Форвард»,Восточный административный округ,район Гольяново,"Щёлковское шоссе, дом 21, корпус 1",(499) 164-19-83,55.808163834,37.769525254,Тренажерный зал,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym,4.9,39
882,882,Спортивно-досуговый клуб «Движение»,Южный административный округ,район Орехово-Борисово Южное,"Каширское шоссе, дом 108, корпус 2",(495) 392-07-34,55.608940616999995,37.715744505,зал спортивный №2,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,15:00-21:00,11:00-16:00,11:00-16:00,sport_gym,4.3,7
883,883,Молодежный центр «Котловка»,Юго-Западный административный округ,район Котловка,"Нагорная улица, дом 17, корпус 5",(499) 123-33-85,55.676295071999995,37.607163524,зал спортивный,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,10:00-19:00,sport_gym,-1.0,-1
884,884,Досуговый центр «САМ плюс»,Центральный административный округ,Красносельский район,"Верхняя Красносельская улица, дом 34",(499) 408-06-41,55.780207781,37.664661914,зал спортивный,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,sport_gym,-1.0,-1
885,885,Спортивный зал Академии спортивной гимнастики Антона Голоцуцкова,Северо-Восточный административный округ,Алексеевский район,"3-я Мытищинская улица, дом 16, строение 3",(499) 674-70-67,55.804378653,37.647427812,зал спортивный,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,sport_gym,4.7,12
886,886,Спортивный клуб «Иван»,Северо-Восточный административный округ,район Северное Медведково,"Широкая улица, дом 1, корпус 5",(915) 412-67-47,55.891156224,37.651849765,зал спортивный №1,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,sport_gym,4.7,49
887,887,Детско-юношеский спортивно-оздоровительный центр «Центр ИМА»,Северо-Восточный административный округ,район Лианозово,"Абрамцевская улица, дом 9, корпус 1",(499) 908-01-12,55.905017413,37.572040571,"зал спортивный №1, «Зал восточных единоборств»",09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,sport_gym,4.7,73
888,888,Физкультурно-оздоровительный комплекс «Первомайское»,Троицкий административный округ,поселение Первомайское,"поселение Первомайское, посёлок Первомайское, Центральная улица, дом 1",(495) 845-96-44,55.535192599,37.165647102,зал спортивный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym,4.7,9
889,889,Детский досуговый центр «Вместе весело»,Центральный административный округ,район Замоскворечье,"Большая Серпуховская улица, дом 40, строение 2",(916) 686-40-01,55.723014,37.62563,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,закрыто,закрыто,sport_gym,-1.0,-1
890,890,Досуговый центр «Перово»,Восточный административный округ,район Перово,"улица Аносова, дом 3, корпус 2",(495) 306-00-41,55.743332601000006,37.755041238,зал спортивный,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,sport_gym,4.0,9
891,891,Фитнес-клуб «Манхеттен»,Северо-Восточный административный округ,Бутырский район,"Новодмитровская улица, дом 5А, строение 2",(495) 032-35-53,55.806967349,37.588285029,зал спортивный №1,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,sport_gym,4.4,375
892,892,Дворец культуры «Капотня»,Юго-Восточный административный округ,район Капотня,"2-й квартал Капотня, дом 20А",(495) 355-19-38,55.63811407399999,37.799176876,зал спортивный,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,sport_gym,4.4,995
893,893,Спортивный клуб «Гренада-70»,Южный административный округ,Донской район,"Ленинский проспект, дом 30",(963) 999-05-53,55.71065102399999,37.583094078,зал спортивный,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,14:00-22:00,12:00-16:00,17:00-19:00,sport_gym,-1.0,-1
894,894,Бассейн Российского университета транспорта на Новосущевской,Северо-Восточный административный округ,район Марьина Роща,"Новосущёвская улица, дом 24, строение 1",(495) 684-21-35,55.790149853,37.604598499,зал спортивный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-22:00,10:00-22:00,sport_gym,-1.0,-1
