,Id,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
231,232,Спортивный комплекс «ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 3",(495) 331-39-00,55.664282264,37.557248118,зал спортивный № 3-4,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
232,233,Спортивный комплекс «ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 3",(495) 331-39-00,55.664301359,37.557121566,зал спортивный № 3-2,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
233,234,Спортивный комплекс «ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 3",(495) 331-39-00,55.664311828,37.557309809,зал спортивный № 2-3,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
234,235,Физкультурно-досуговый центр «Гармония»,Северный административный округ,Савёловский район,"улица Юннатов, дом 17, корпус 2",(495) 611-56-90,55.802956149,37.557624313,зал спортивный,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,15:00-22:00,закрыто,sport_gym
235,236,Спортивный комплекс «ЦСиО «Самбо-70» отделение «Севастопольский»,Юго-Западный административный округ,район Черёмушки,"Новочерёмушкинская улица, дом 64, корпус 3",(495) 331-39-00,55.664251942,37.557650449,зал спортивный № 1-14,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,sport_gym
236,237,Досуговый центр «Мастер-класс»,Центральный административный округ,район Хамовники,"Фрунзенская набережная, дом 10",(903) 120-20-82,55.732825746,37.594644333,"зал спортивный, танцевальный",16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,16:00-21:00,11:30-18:00,11:00-18:00,sport_gym
237,238,Государственное бюджетное учреждение спортивно досуговый центр Радуга,Северный административный округ,Дмитровский район,"Клязьминская улица, дом 36",(495) 485-75-63,55.89738011,37.530207552,зал спортивный,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,sport_gym
238,239,Спортивный зал «Йога-практика»,Северный административный округ,Головинский район,"Ленинградское шоссе, дом 58, корпус 17",(495) 788-41-61,55.843573321,37.483320888,"зал спортивный, «Йога-практика»",10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,sport_gym
239,240,Спортивный комплекс «Центральный» в Товарищеском пер.,Центральный административный округ,Таганский район,"Товарищеский переулок, дом 25, строение 1",(495) 912-50-22,55.744105275,37.666291202,"зал спортивный №1, «Зал бокса»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,sport_gym
240,241,Военно-патриотический клуб «Спецназ 21»,Северо-Восточный административный округ,район Бибирево,"Алтуфьевское шоссе, дом 102, корпус 2, строение 1",(495) 900-02-60,55.904832669,37.591278802,зал спортивный,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,sport_gym
