,Name,AdmArea,District,Address,HelpPhone,Latitude,Longitude,NameSummer,понедельник,вторник,среда,четверг,пятница,суббота,воскресенье,Type
4488,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794786962,37.506091476,Теннисный корт (крытый) № 2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4489,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794706121,37.506139756,Теннисный корт (крытый) № 3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4490,Центр развития детского спорта «Юность»,Северный административный округ,район Сокол,"улица Зорге, дом 30А",(495) 530-30-20,55.794772607,37.506155849,Теннисный корт (крытый) № 4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4491,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",(499) 181-36-14,55.837703742,37.641642807,зал теннисный №2,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
4492,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",(499) 181-36-14,55.837739615,37.64148056,зал теннисный №3,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
4493,Спортивный комплекс Московской теннисной академии на ул. Удальцова,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 54",(499) 431-97-92,55.686274941,37.491610548,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4494,Спортивный комплекс Московской теннисной академии на ул. Чоботовской,Западный административный округ,район Ново-Переделкино,"Чоботовская улица, дом 4, корпус 1",(499) 737-00-07,55.646571595,37.352755802,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4495,Учебно-спортивный комплекс «Искра»,Северо-Восточный административный округ,район Ростокино,"Сельскохозяйственная улица, дом 26, строение 6",(499) 181-36-14,55.837833419,37.641461851,зал теннисный №1,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
4496,Фитнес-клуб «Палестра Спорт»,Северный административный округ,район Сокол,"2-я Песчаная улица, дом 4А, корпус 1",(499) 157-13-45,55.794312865,37.517037674,зал теннисный,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,tennis
4497,Дворец тенниса «ЦСКА»,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 12",(495) 613-79-01,55.7934852,37.538137394,зал теннисный №2,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
4498,Дворец тенниса «ЦСКА»,Северный административный округ,Хорошёвский район,"Ленинградский проспект, дом 39, строение 12",(495) 613-79-01,55.793584932,37.537874537,зал теннисный №1,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
4499,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676685389,37.696435239,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4500,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676717067,37.69592694,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4501,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676701477,37.696174557,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4502,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.676733912,37.695675126,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4503,Спортивный комплекс Московской теннисной академии на ул. Удальцова,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 54",(499) 431-97-92,55.686334037,37.490433058,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4504,Спортивный комплекс Московской теннисной академии на ул. Удальцова,Западный административный округ,район Проспект Вернадского,"улица Удальцова, дом 54",(499) 431-97-92,55.686256758,37.49073883,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4505,Фитнес-клуб «Эйс»,Северный административный округ,район Ховрино,"Флотская улица, дом 15, корпус 2",(495) 453-22-44,55.857383433,37.50530911,зал теннисный №3,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,tennis
4506,Физкультурно-оздоровительный комплекс «Арена Плей»,Новомосковский административный округ,поселение Сосенское,"поселение Сосенское, посёлок Коммунарка, дом 11, строение 1",(495) 428-59-33,55.57072855,37.479113731,зал теннисный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4507,Физкультурно-оздоровительный комплекс «Арена Плей»,Новомосковский административный округ,поселение Сосенское,"поселение Сосенское, посёлок Коммунарка, дом 11, строение 1",(495) 428-59-33,55.570678803,37.478845616,зал теннисный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4508,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.617950395,37.478129924,зал теннисный №7,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4509,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618174825,37.478041657,зал теннисный №6,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4510,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618404836,37.478734833,зал теннисный №5,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4511,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618238968,37.47880458,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4512,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.617830595,37.47817828,зал теннисный №9,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4513,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618050712,37.478878568,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4514,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.61788524,37.478916315,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4515,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618292042,37.477988271,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4516,"Спортивный комплекс «Дворец детского спорта», стр.2",Центральный административный округ,Таганский район,"Рабочая улица, дом 53, строение 2",(495) 670-21-70,55.739854035,37.691496228,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4517,"Спортивный комплекс «Дворец детского спорта», стр.2",Центральный административный округ,Таганский район,"Рабочая улица, дом 53, строение 2",(495) 670-21-70,55.739607386,37.69134066,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4518,Школа большого тенниса «Плей Теннис»,Северо-Восточный административный округ,Останкинский район,"улица Академика Королёва, дом 13, строение 2",(903) 590-79-89,55.819535,37.61892,зал теннисный,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,tennis
4519,Теннисный клуб «Про Клуб»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 8",(495) 150-34-47,55.98663198,37.224577844,зал теннисный №4,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4520,Теннисный клуб «Про Клуб»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 8",(495) 150-34-47,55.986655917,37.224342311,зал теннисный №3,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4521,Теннисный клуб «Про Клуб»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 8",(495) 150-34-47,55.986609427,37.224816561,зал теннисный №5,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4522,Теннисный клуб «Про Клуб»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 8",(495) 150-34-47,55.986679928,37.224068292,зал теннисный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4523,Теннисный клуб «Про Клуб»,Зеленоградский административный округ,район Савёлки,"город Зеленоград, Озёрная аллея, дом 8",(495) 150-34-47,55.98670604,37.22380475,зал теннисный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4524,Спортивный комплекс образовательного учреждения,Юго-Западный административный округ,район Северное Бутово,"Старокачаловская улица, дом 22",(495) 713-68-63,55.57104645,37.584121792,зал теннисный №1,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,tennis
4525,Спортивный комплекс «Измайлово»,Восточный административный округ,район Северное Измайлово,"11-я Парковая улица, дом 49",(499) 463-54-66,55.806113313,37.803526476,теннисный корт (в манеже),07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4526,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",(495) 716-40-27,55.550266587,37.548577535,"зал теннисный №2, «Крытый»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4527,Физкультурно-оздоровительный комплекс «Южное Бутово»,Юго-Западный административный округ,район Южное Бутово,"улица Поляны, дом 35",(495) 716-40-27,55.550181818,37.548791369,"зал теннисный №1, «Крытый»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4528,Физкультурно-оздоровительный комплекс МССУОР № 3,Восточный административный округ,район Соколиная Гора,"Ткацкая улица, дом 24",(499) 166-95-34,55.785692587,37.731423933,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4529,Физкультурно-оздоровительный комплекс МССУОР № 3,Восточный административный округ,район Соколиная Гора,"Ткацкая улица, дом 24",(499) 166-95-34,55.785641701,37.731713611,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4530,Спортивный комплекс «Лаун-теннис»,Юго-Западный административный округ,район Ясенево,"улица Паустовского, дом 4А",(499) 444-14-78,55.601858825,37.536060629,"зал теннисный, «Большой»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4531,Фитнес-клуб «Вита-спорт»,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Живописная улица, дом 21, корпус 2",(495) 032-36-36,55.790652057,37.449083601,зал теннисный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4532,Спортивный Арт-клуб «Галерея»,Юго-Восточный административный округ,район Печатники,"улица Гурьянова, дом 30",(499) 786-14-90,55.680707,37.715821,зал теннисный №2,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,tennis
4533,Фитнес-клуб «Вита-спорт»,Северо-Западный административный округ,район Хорошёво-Мнёвники,"Живописная улица, дом 21, корпус 2",(495) 032-36-36,55.790652206,37.448774922,зал теннисный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4534,Спортивный Арт-клуб «Галерея»,Юго-Восточный административный округ,район Печатники,"улица Гурьянова, дом 30",(499) 786-14-90,55.680707,37.715821,зал теннисный №1,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,tennis
4535,Фитнес-клуб «Донспорт Алые паруса»,Северо-Западный административный округ,район Щукино,"Авиационная улица, дом 79",(495) 125-46-08,55.806930624,37.450141364,зал теннисный,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
4536,Фитнес-клуб «Премьер-спорт»,Западный административный округ,район Раменки,"улица Улофа Пальме, дом 5, строение 2",(499) 112-22-98,55.717549135,37.508484391,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,09:00-23:00,09:00-23:00,tennis
4537,Фитнес-клуб «Велнесс Парк»,Юго-Западный административный округ,Обручевский район,"улица Воронцовские Пруды, дом 3",(495) 225-55-59,55.663607918,37.536757887,зал теннисный,07:00-23:59,07:00-23:59,07:00-23:59,07:00-23:59,07:00-23:59,09:00-23:00,09:00-23:00,tennis
4538,Теннисный центр «Спартак»,Восточный административный округ,район Сокольники,"Майский просек, дом 7, строение 7",(925) 278-79-03,55.805027391,37.681013773,"зал теннисный №1, «бадминтон»",09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,tennis
4539,Спортивный комплекс «Будь Здоров»,Новомосковский административный округ,"поселение ""Мосрентген""","поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 39",(495) 339-00-16,55.618064355,37.478084831,зал теннисный №8,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4540,Стадион «Салют Гераклион»,Северо-Западный административный округ,район Южное Тушино,"Лодочная улица, дом 15, строение 1",(495) 497-12-51,55.837656964,37.460465404,"зал теннисный №1, «Теннисный клуб»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-18:00,10:00-18:00,tennis
4541,Стадион «Салют Гераклион»,Северо-Западный административный округ,район Южное Тушино,"Лодочная улица, дом 15, строение 1",(495) 497-12-51,55.83768469,37.460887956,"зал теннисный №2, «Теннисный клуб»",07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,10:00-18:00,10:00-18:00,tennis
4542,Физкультурно-оздоровительный комплекс «Академия тенниса»,Западный административный округ,район Тропарёво-Никулино,"улица Мичуринский Проспект, Олимпийская Деревня, дом 2, строение 2",(495) 437-19-66,55.674756033,37.474355328,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4543,Спортивный комплекс Московской теннисной академии на ул. Чоботовской,Западный административный округ,район Ново-Переделкино,"Чоботовская улица, дом 4, корпус 1",(499) 737-00-07,55.646521396,37.353335159,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4544,Крытые теннисные корты,Западный административный округ,район Тропарёво-Никулино,"улица Мичуринский Проспект, Олимпийская Деревня, дом 2, строение 2",(929) 557-47-09,55.674880322,37.474583316,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4545,Физкультурно-оздоровительный комплекс «Академия тенниса»,Западный административный округ,район Тропарёво-Никулино,"улица Мичуринский Проспект, Олимпийская Деревня, дом 2, строение 2",(495) 437-19-66,55.674991369,37.474803941,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4546,Теннисный клуб «Теннис Парк Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 26",(495) 942-88-47,55.800181781,37.414280917,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4547,Спортивный комплекс Московской теннисной академии на ул. Чоботовской,Западный административный округ,район Ново-Переделкино,"Чоботовская улица, дом 4, корпус 1",(499) 737-00-07,55.646549532,37.353037434,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4548,Теннисный клуб «Теннис Парк Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 26",(495) 942-88-47,55.800186313,37.413996603,зал теннисный №5,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4549,Теннисный клуб «Теннис Парк Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 26",(495) 942-88-47,55.800063936,37.414887097,зал теннисный №2,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4550,Теннисный клуб «Теннис Парк Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 26",(495) 942-88-47,55.800143886,37.414633625,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4551,Теннисный клуб «Теннис Парк Янтарь»,Северо-Западный административный округ,район Строгино,"улица Маршала Катукова, дом 26",(495) 942-88-47,55.799989095,37.415143804,зал теннисный №1,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4552,Спортивный комплекс «Спутник-Стиль»,Восточный административный округ,район Гольяново,"1-й Иртышский проезд, дом 8, строение 1",(495) 644-36-64,55.813566617,37.757994102,зал теннисный №1,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,09:00-20:00,tennis
4553,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.766650632,37.618447111,зал теннисный №5,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
4554,Фитнес-клуб «Союз-спорт»,Юго-Западный административный округ,район Коньково,"улица Академика Волгина, дом 33А",(495) 781-84-84,55.642246627,37.506805066,зал теннисный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4555,Фитнес-клуб «Союз-спорт»,Юго-Западный административный округ,район Коньково,"улица Академика Волгина, дом 33А",(495) 781-84-84,55.642246627,37.506805066,зал теннисный №2,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4556,Физкультурно-оздоровительный комплекс «Ньютон Арена»,Южный административный округ,район Нагатино-Садовники,"1-й Нагатинский проезд, дом 10, строение 3",(495) 280-15-15,55.677989849,37.631124893,зал теннисный,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,07:00-00:00,09:00-00:00,09:00-00:00,tennis
4557,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.766516065,37.619127554,зал теннисный №7,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
4558,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.766209927,37.617826437,зал теннисный №8,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,tennis
4559,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.766629289,37.619122945,зал теннисный №6,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4560,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.766371724,37.618473013,зал теннисный №4,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4561,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.76601637,37.617831801,зал теннисный №1,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
4562,Спортивный комплекс образовательного учреждения,Южный административный округ,район Нагатинский Затон,"Коломенская набережная, дом 20",(499) 615-89-88,55.67666874,37.696688158,зал теннисный №5,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4563,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.76651193,37.618456348,зал теннисный №3,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,tennis
4564,Физкультурно-оздоровительный комплекс «Динамо-Центр»,Центральный административный округ,Тверской район,"улица Петровка, дом 26, строение 9",(495) 625-58-38,55.766119197,37.617906903,зал теннисный №2,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,tennis
4565,Спортивный комплекс «Спорт Тайм»,Западный административный округ,район Раменки,"улица Лобачевского, дом 110, корпус 1",(495) 205-49-09,55.692696896,37.47691558,зал теннисный №1,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,круглосуточно,tennis
4566,Комплекс спортивных сооружений «Русская теннисная академия»,Троицкий административный округ,поселение Первомайское,"вблизи деревни Рогозинино, дом 7Б/Н",(495) 032-98-19,55.539919242,37.18644782,зал теннисный №3,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,tennis
4567,Комплекс спортивных сооружений «Русская теннисная академия»,Троицкий административный округ,поселение Первомайское,"вблизи деревни Рогозинино, дом 7Б/Н",(495) 032-98-19,55.540083505,37.184527359,зал теннисный №1,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,tennis
4568,Комплекс спортивных сооружений «Русская теннисная академия»,Троицкий административный округ,поселение Первомайское,"вблизи деревни Рогозинино, дом 7Б/Н",(495) 032-98-19,55.539834069,37.186984262,зал теннисный №4,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,tennis
4569,Комплекс спортивных сооружений «Русская теннисная академия»,Троицкий административный округ,поселение Первомайское,"вблизи деревни Рогозинино, дом 7Б/Н",(495) 032-98-19,55.540010499,37.185237829,зал теннисный №2,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,tennis
4570,Сквош-клуб «Москва»,Юго-Восточный административный округ,Южнопортовый район,"Шарикоподшипниковская улица, дом 13, строение 46",(495) 118-30-50,55.721914,37.684317,зал теннисный,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,08:00-22:00,08:00-22:00,tennis
4571,Государственное бюджетное учреждение культуры города Москвы «Центр культуры и искусства «Меридиан»,Юго-Западный административный округ,район Черёмушки,"Профсоюзная улица, дом 61",(495) 335-46-10,55.656794636,37.54227744,Зал теннисный,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,tennis
4572,Фитнес-клуб «Мультиспорт»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 10",(495) 788-16-98,55.721379347,37.549233777,зал теннисный №6,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,tennis
4573,Стадион «РЖД Арена»,Восточный административный округ,район Преображенское,"Большая Черкизовская улица, владение 125, строение 1",(499) 161-42-83,55.803540049,37.743223864,зал теннисный №1,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4574,Стадион «РЖД Арена»,Восточный административный округ,район Преображенское,"Большая Черкизовская улица, владение 125, строение 1",(499) 161-42-83,55.80332553,37.743068296,зал теннисный №3,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,08:00-20:00,tennis
4575,Фитнес-клуб «Мультиспорт»,Центральный административный округ,район Хамовники,"улица Лужники, дом 24, строение 10",(495) 788-16-98,55.721679098,37.550204737,зал теннисный №5,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,tennis
4576,Теннисный клуб «Лосинка»,Северо-Восточный административный округ,Лосиноостровский район,"Осташковская улица, владение 14, корпус 1, строение 4",(910) 420-33-32,55.881190633,37.679297815,зал теннисный №2,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,07:00-23:55,tennis
